"","id","pref","LDP-JCP-NPD-CGP","DPJ","Best Outsider"
"1",50101,1,0.523845891643757,0.457342733085066,0
"2",50102,1,0.532656880978148,0.45305916593992,0
"3",50103,1,0.551567727020723,0.437409123717271,0
"4",50104,1,0.515501727383506,0.471800628060046,0
"5",50105,1,0.602199461084373,0.387978754886843,0
"6",50106,1,0.522779547326971,0.466620391693859,0
"7",50107,1,0.506486112164177,0.482589026208709,0
"8",50108,1,0.490663148766583,0.498027638886326,0
"9",50109,1,0.496598594786264,0.492645610348677,0
"10",50110,1,0.288525264899549,0.408682953429221,0.293580037573345
"11",50111,1,0.581929681898888,0.407194445380052,0
"12",50112,1,0.569128376081133,0.42223300246287,0
"13",50201,2,0.436783695073122,0.340787235139455,0.113333677029094
"14",50202,2,0.610168979575963,0.298964862359751,0.086382462940517
"15",50203,2,0.563435559890434,0.431290554312847,0
"16",50204,2,0.602112248208335,0.203935273935569,0.186918138830723
"17",50301,3,0.399411646422652,0.516882693405071,0.076356620744002
"18",50302,3,0.55308416807968,0.44691583192032,0
"19",50303,3,0.438981032722583,0.550625973886411,0
"20",50304,3,0.278677496655728,0.599457217372894,0.114172015898527
"21",50401,4,0.526435455901924,0.464830423035045,0
"22",50402,4,0.590159800330622,0.399683154516871,0
"23",50403,4,0.574112153509052,0.417506967047461,0
"24",50404,4,0.613528569246047,0.375386716064472,0
"25",50405,4,0.486454032555819,0.506571404512213,0
"26",50406,4,0.680758089836431,0,0.311838507115005
"27",50501,5,0.460403347415193,0.443952666536208,0.084899796254302
"28",50502,5,0.27914569456444,0.209117174363405,0.376122924853451
"29",50503,5,0.413170468808212,0.298335786911277,0.288493744280511
"30",50601,6,0.60446488691637,0.388922511375608,0
"31",50602,6,0.548412077687409,0.451587922312591,0
"32",50603,6,0.773346509598604,0,0.214035776614311
"33",50701,7,0.626624286576029,0.363904227182033,0
"34",50702,7,0.568549640808529,0.424839131880295,0
"35",50703,7,0.314497298018547,0.685502701981453,0
"36",50704,7,0.505989745438735,0.484838201687178,0
"37",50705,7,0.544437183108105,0.392344356210765,0.052116975062376
"38",50801,8,0.639858856170405,0.350839200883964,0
"39",50802,8,0.688668829198852,0.304627663298406,0
"40",50803,8,0.510093946277682,0.340297489699594,0.12083619170463
"41",50804,8,0.68187367147135,0.310008119863669,0
"42",50805,8,0.500108745920375,0.493869002788018,0
"43",50806,8,0.616681699197063,0.307858205155957,0.06722146725514
"44",50807,8,0.416102417131318,0.157323988290321,0.421373475400688
"45",50901,9,0.58894703937857,0.405417972382642,0
"46",50902,9,0.53306836333518,0.46693163666482,0
"47",50903,9,0.672779453065345,0.270335330736278,0.041065396611749
"48",50904,9,0.575304337069009,0.419337629553459,0
"49",50905,9,0.689344653143549,0.310655346856451,0
"50",51001,10,0.623370013250433,0.320228315156457,0.045797574151463
"51",51002,10,0.525233469665985,0.466262402484284,0
"52",51003,10,0.627658515155953,0.364694684434031,0
"53",51004,10,0.691042132598442,0.298712173406116,0
"54",51005,10,0.743841619418021,0.245508645330584,0
"55",51101,11,0.49447578511446,0.441972468269489,0.053180720119637
"56",51102,11,0.594209267238959,0.393391560874986,0
"57",51103,11,0.585596139885165,0.402642829382044,0
"58",51104,11,0.578353411949018,0.406899871175979,0
"59",51105,11,0.50188729173164,0.486773836863145,0
"60",51106,11,0.530603695550663,0.456418295421697,0
"61",51107,11,0.562814156538804,0.424959415422538,0
"62",51108,11,0.634192104303428,0.348076221735959,0
"63",51109,11,0.611885147428642,0.376048302050056,0
"64",51110,11,0.620765937536555,0.36765937536554,0
"65",51111,11,0.461011210624475,0.148049925194188,0.381235013219109
"66",51112,11,0.62407856470974,0.365489001458418,0
"67",51113,11,0.615681900183011,0.372190174794928,0
"68",51114,11,0.605603204095958,0.382278376481275,0
"69",51115,11,0.577040382985546,0.390663582014339,0.018127677119362
"70",51201,12,0.558619785027591,0.433641454970106,0
"71",51202,12,0.522695394791485,0.426402742436026,0.033117633289791
"72",51203,12,0.574288590964853,0.418898245854126,0
"73",51204,12,0.517505714572245,0.448983826290836,0.021824305865347
"74",51205,12,0.604476015090896,0.385127482216048,0
"75",51206,12,0.599440467893537,0.389138993011735,0
"76",51207,12,0.557013660265439,0.432196423629326,0
"77",51208,12,0.576158184346845,0.399911313567009,0.01456876221958
"78",51209,12,0.625945393181221,0.321392049473535,0.04343485378226
"79",51210,12,0.60205223667631,0.391546772855192,0
"80",51211,12,0.685739536449276,0.304613499156357,0
"81",51212,12,0.621476995831998,0.371156620711767,0
"82",51213,12,0.604214198180607,0.385993013286959,0
"83",51301,13,0.614026456355751,0.369194694164382,0.005669219089648
"84",51302,13,0.594483972724955,0.391660559520775,0
"85",51303,13,0.575083561694131,0.413883223909292,0
"86",51304,13,0.551158507822277,0.336648330870801,0.077793934763032
"87",51305,13,0.600863409728322,0.388176718887221,0
"88",51306,13,0.545394178505512,0.441211033408402,0
"89",51307,13,0.56622556223144,0.421216912516974,0
"90",51308,13,0.654143371785943,0.332582664861291,0
"91",51309,13,0.62468550189008,0.30877165863324,0.052528772782845
"92",51310,13,0.570782790286251,0.230423403459816,0.187348963605358
"93",51311,13,0.66279064065031,0.318883654574906,0
"94",51312,13,0.520051038491529,0.291199010735411,0.174377574568969
"95",51313,13,0.64825003115006,0.333837272085393,0
"96",51314,13,0.642477248144419,0.32219984334788,0.02087762485547
"97",51315,13,0.633526763028002,0.351836713050318,0
"98",51316,13,0.654918830850935,0.331193627095809,0
"99",51317,13,0.722257035918211,0.262663872204074,0
"100",51318,13,0.514361994033024,0.474348368065824,0
"101",51319,13,0.542458317617253,0.444545324062793,0
"102",51320,13,0.555316176848632,0.426800185090706,0
"103",51321,13,0.553037874924667,0.416169014796802,0.015757688141908
"104",51322,13,0.605522621769556,0.372122912769348,0.008601815284418
"105",51323,13,0.626082320309789,0.361068890094669,0
"106",51324,13,0.611177571281298,0.375856152292723,0
"107",51325,13,0.655582342988156,0.330433215526477,0
"108",51401,14,0.645317113422864,0.344484521780491,0
"109",51402,14,0.654007544196295,0.334611371745015,0
"110",51403,14,0.607673620919253,0.309208667931076,0.050591178725637
"111",51404,14,0.577407841742101,0.344019430865385,0.070103083727529
"112",51405,14,0.598864775636706,0.38679423258321,0
"113",51406,14,0.572656002270747,0.415339699531659,0
"114",51407,14,0.626905224486912,0.363924311467496,0
"115",51408,14,0.333508925217942,0.311779706248641,0.348302923676043
"116",51409,14,0.542357737113762,0.445133118853626,0
"117",51410,14,0.670065023799905,0.312736023044631,0
"118",51411,14,0.767955694839481,0.18770283015365,0.027755705236267
"119",51412,14,0.514415592808489,0.326853563227305,0.151365533999405
"120",51413,14,0.679871005262089,0.308893700208101,0
"121",51414,14,0.583931288969973,0.403947580811664,0
"122",51415,14,0.703865403096454,0.285534492252025,0
"123",51416,14,0.661405922690252,0.327392535430844,0
"124",51417,14,0.668680724549122,0.321255132342063,0
"125",51418,14,0.613260483921369,0.374392454172656,0
"126",51501,15,0.49280824811351,0.496718672610203,0
"127",51502,15,0.548330512909978,0.443287683182135,0
"128",51503,15,0.555908001400446,0,0.328180406309194
"129",51504,15,0.483393586929266,0.505210784939094,0
"130",51505,15,0.476349517388562,0,0.511636028520153
"131",51506,15,0.491480787666113,0.501662225271101,0
"132",51601,16,0.57333666998369,0.418486613162497,0
"133",51602,16,0.610452623318259,0.308830586654472,0.074930980166325
"134",51603,16,0.367303300081496,0.164144409943228,0.412924545495184
"135",51701,17,0.579558710332402,0.413566557516196,0
"136",51702,17,0.620269976243866,0.372571656934793,0
"137",51703,17,0.600042338314109,0.399957661685891,0
"138",51801,18,0.367537720538874,0.3315431692422,0.295455286089513
"139",51802,18,0.625987811302838,0.374012188697162,0
"140",51803,18,0.60823071515972,0.39176928484028,0
"141",51901,19,0.513218690830403,0.475256965106843,0
"142",51902,19,0.411800121702402,0.201805252293852,0.380367732159263
"143",51903,19,0.290435953886119,0.349283786001709,0.360280260112172
"144",52001,20,0.575368711790761,0.408188355760648,0
"145",52002,20,0.379340541793987,0.467414192264681,0.115910102441925
"146",52003,20,0.471777265843306,0.510967485050802,0
"147",52004,20,0.60595627889605,0.376337636027186,0
"148",52005,20,0.651903806882815,0.331234895588255,0
"149",52101,21,0.396317766995006,0.169316491017382,0.428203079123858
"150",52102,21,0.675403962264151,0.315202830188679,0
"151",52103,21,0.557563840415971,0.431862374709491,0
"152",52104,21,0.492905953263215,0.14298126804835,0.359302270395777
"153",52105,21,0.319711387016673,0.250566394702613,0.4203571006267
"154",52201,22,0.449705763517529,0.267617349970291,0.273761140819964
"155",52202,22,0.566625119250831,0.433374880749169,0
"156",52203,22,0.674296322616448,0.315697648885926,0
"157",52204,22,0.543854715875805,0.456145284124194,0
"158",52205,22,0.505635737245529,0.48793208604632,0
"159",52206,22,0.465568939066662,0.525694186960204,0
"160",52207,22,0.367694612458824,0.267840104996395,0.364465282544781
"161",52208,22,0.572342732381437,0.420955783536573,0
"162",52301,23,0.454278472617017,0.499568883835513,0.035815804434338
"163",52302,23,0.467466998865482,0.520027584365893,0
"164",52303,23,0.459834180853416,0.489935883263321,0.037585673225735
"165",52304,23,0.521080878761737,0.437482027195421,0.021868623933614
"166",52305,23,0.545396205380185,0.444474265540806,0
"167",52306,23,0.557216974513961,0.430266994801166,0
"168",52307,23,0.573154509069422,0.414930265226262,0
"169",52308,23,0.504608962553714,0.428595345722418,0.0593150659449
"170",52309,23,0.531416086273566,0.403847906029164,0.055812495672108
"171",52310,23,0.595890539319862,0.392906270263382,0
"172",52311,23,0.468557493430617,0.522911093689058,0
"173",52312,23,0.568006396975975,0.42519073628004,0
"174",52313,23,0.574473171811886,0.418412070584822,0
"175",52314,23,0.470245692611007,0.521719098234185,0
"176",52315,23,0.64338052326248,0.343638072963243,0
"177",52401,24,0.560213327081991,0.430801689665899,0
"178",52402,24,0.434922777627154,0.557152166364627,0
"179",52403,24,0.391991661266669,0.600908904880461,0
"180",52404,24,0.538121216738059,0.461878783261941,0
"181",52405,24,0.596227126760029,0.397785357326087,0
"182",52501,25,0.549608885208369,0.435993862191587,0
"183",52502,25,0.359352594695999,0.384776795132771,0.247558117655109
"184",52503,25,0.522597302699193,0.468288746114512,0
"185",52504,25,0.5796603054405,0.407674129037176,0
"186",52601,26,0.677488372486343,0.289897170497404,0
"187",52602,26,0.548313533132722,0.427864071477854,0
"188",52603,26,0.55187056856652,0.427219132214756,0
"189",52604,26,0.408112670194194,0.283448241310606,0.289175013392014
"190",52605,26,0.708112408137414,0.272421022745886,0
"191",52606,26,0.527277324422,0.455008881840889,0
"192",52701,27,0.645734680184881,0.337855971373192,0
"193",52702,27,0.431834802611459,0.234663440016665,0.316561844863732
"194",52703,27,0.625739408473222,0.352783058527271,0
"195",52704,27,0.620957750268042,0.363017736262606,0
"196",52705,27,0.625958394468675,0.34973569432999,0
"197",52706,27,0.632358100322471,0.350498628047517,0
"198",52707,27,0.538379345535513,0.37274964325633,0.071817029153579
"199",52708,27,0.588985172569735,0.395895274658661,0
"200",52709,27,0.589061865891493,0.397332613122293,0
"201",52710,27,0.434374319362947,0.242171237943821,0.315282570636915
"202",52711,27,0.500972752616281,0.48113383378739,0
"203",52712,27,0.588347776983365,0.396609119764651,0
"204",52713,27,0.726142606061354,0.250221239848693,0
"205",52714,27,0.659667189771256,0.322331262610557,0
"206",52715,27,0.663356432474539,0.319469992325995,0
"207",52716,27,0.621804211577977,0.360739317845905,0
"208",52717,27,0.554573372168964,0.425583845394784,0
"209",52718,27,0.629713636191414,0.353889288826583,0
"210",52719,27,0.505085431891068,0.483244834656432,0
"211",52801,28,0.512249465994149,0.293416021970526,0.098023729604566
"212",52802,28,0.602242611892597,0.377984595926398,0
"213",52803,28,0.556571409001287,0.426541026356089,0
"214",52804,28,0.627896420388609,0.361063171363109,0
"215",52805,28,0.511512400277822,0.337595309268263,0.141374295373351
"216",52806,28,0.413337310529302,0.330890816243819,0.154118505309232
"217",52807,28,0.56848341215902,0.330699303830825,0.09006107411911
"218",52808,28,0.57216,0.351055848261328,0.05908956796628
"219",52809,28,0.636106873485546,0.262862189003788,0.092347530800997
"220",52810,28,0.577178547862295,0.412478099615463,0
"221",52811,28,0.526867860373187,0.46466617533751,0
"222",52812,28,0.533085186132067,0.461770453728058,0
"223",52901,29,0.403420223986304,0.37226768299518,0.21356146375763
"224",52902,29,0.497921014205452,0.348483236792991,0.145028091789075
"225",52903,29,0.607654753113272,0.379530808995357,0
"226",52904,29,0.598387078357183,0.394619788341664,0
"227",53001,30,0.589708701561845,0.397262350497961,0
"228",53002,30,0.608839766238347,0.380069447400587,0
"229",53003,30,0.743164074072386,0.243984922996987,0
"230",53101,31,0.645439416884392,0.266773171800547,0.079163269041953
"231",53102,31,0.408111977114167,0.242478909419973,0.343923869574102
"232",53201,32,0.658299194965153,0.286366532172436,0.046694916890288
"233",53202,32,0.556606224915176,0.142900305815392,0.29437487495866
"234",53301,33,0.657841828372652,0.293182784703673,0.040902336115903
"235",53302,33,0.520809405717138,0.468783023827604,0
"236",53303,33,0.326301407456777,0.178166777747285,0.489723409260203
"237",53304,33,0.514580854415716,0.474330460568993,0
"238",53305,33,0.642396784535939,0.349976951006645,0
"239",53401,34,0.622017991837433,0.314889207034338,0.055091989145067
"240",53402,34,0.551816948035647,0.441018419731392,0
"241",53403,34,0.458987867663518,0.266714420020594,0.142328871379326
"242",53404,34,0.631534714216653,0.360827042504927,0
"243",53405,34,0.530195293194545,0.464265879991237,0
"244",53406,34,0,0.255847460798623,0.415325025261031
"245",53407,34,0.559886932483252,0.431719506222034,0
"246",53501,35,0.71228883744856,0.275673010973937,0
"247",53502,35,0.52326122181851,0.46820879691273,0
"248",53503,35,0.694919595904408,0.293221469811033,0
"249",53504,35,0.793651542125776,0.19699326907141,0
"250",53601,36,0.476819161929462,0.512869615042446,0
"251",53602,36,0.30203307571267,0.298269117749284,0.395480368799884
"252",53603,36,0.606200787528854,0.388352590504393,0
"253",53701,37,0.544725753741061,0.449472934122908,0
"254",53702,37,0.603608035352891,0.389109135972232,0
"255",53703,37,0.744398437160303,0,0.243352030262937
"256",53801,38,0.65237192448074,0.26251870913531,0.06293271713538
"257",53802,38,0.656378155748649,0.333158727224174,0
"258",53803,38,0.626882400859475,0.359709809569909,0
"259",53804,38,0.700099137059444,0.288688865935435,0
"260",53901,39,0.580092825864083,0.395018557225397,0
"261",53902,39,0.649619761310019,0.327870049812291,0
"262",53903,39,0.617726535028401,0.363253989721396,0
"263",54001,40,0.515020549467701,0.472656674911678,0
"264",54002,40,0.565873715574722,0.371350661984076,0.045080790014898
"265",54003,40,0.586423328227698,0.406126761928767,0
"266",54004,40,0.593009318252376,0.396908434617006,0
"267",54005,40,0.590458038639356,0.400133186369064,0
"268",54006,40,0.560160145227806,0.433418181100653,0
"269",54007,40,0.623166643406115,0.36346136261917,0
"270",54008,40,0.643656336063872,0.344181053901693,0
"271",54009,40,0.566700628250076,0.418590241339012,0
"272",54010,40,0.454853062345509,0.238011535292502,0.255538117471652
"273",54011,40,0.436234457368424,0.161663431492042,0.395027361050504
"274",54101,41,0.544536018700817,0.448777963490581,0
"275",54102,41,0.251913862076328,0.322163119453882,0.42073565152952
"276",54103,41,0.344972448046653,0,0.540444537794361
"277",54201,42,0.507054098933753,0.482948785177417,0
"278",54202,42,0.598279669386194,0.393569223377848,0
"279",54203,42,0.530332878718998,0.469667121281002,0
"280",54204,42,0.507430731793924,0.350325322973128,0.142243945232948
"281",54301,43,0.513403669646585,0.479372086482985,0
"282",54302,43,0.597998354594744,0.395457293803959,0
"283",54303,43,0.437173461360015,0.165452968349706,0.397373570290279
"284",54304,43,0.683441159815384,0.316558840184616,0
"285",54305,43,0.615894734388476,0.384105265611524,0
"286",54401,44,0.225380342270677,0.392731107439114,0.376427165762968
"287",54402,44,0.571841841885976,0,0.418925889837794
"288",54403,44,0.530818457393062,0.469181542606938,0
"289",54501,45,0.604224084172226,0.266742311641668,0.123299746339268
"290",54502,45,0.287536186163895,0.240146229216152,0.472317584619952
"291",54503,45,0.396408386860328,0.107786972204541,0.495804640935131
"292",54601,46,0.573749322222539,0.41990810764533,0
"293",54602,46,0.351473235248083,0,0.429140906245109
"294",54603,46,0.47936404055514,0.163243787916563,0.357392171528297
"295",54604,46,0.620746303810207,0.37428137077521,0
"296",54605,46,0.366082478315307,0,0.625793877863201
"297",54701,47,0.528718869818692,0,0.437751732646322
"298",54702,47,0.431809763926884,0,0.466954312411871
"299",54703,47,0.455574810822869,0.239628279412714,0.299830342309341
"300",54704,47,0.5833092968246,0.297699089670991,0.103870690273099
